Date	Type
28.2.397T8:56:9	P
24.8.397T20:43:52	T
17.2.398T14:42:35	T
14.8.398T5:31:29	T
7.2.399T3:18:16	P
22.6.400T19:13:43	P
17.12.400T20:37:21	T
12.6.401T5:23:31	T
7.12.401T1:25:34	T
1.6.402T21:12:31	P
26.11.402T0:44:37	P
11.4.404T17:5:42	P
4.10.404T22:38:21	P
31.3.405T20:20:38	T
24.9.405T14:33:21	T
20.3.406T20:29:58	P
14.9.406T5:48:1	P
29.1.408T2:32:45	T
24.7.408T3:3:41	T
17.1.409T18:28:20	T
13.7.409T4:53:15	T
7.1.410T7:45:13	P
23.5.411T21:39:55	P
16.11.411T19:10:51	P
12.5.412T14:21:2	T
4.11.412T22:3:21	T
2.5.413T2:30:17	P
25.10.413T8:19:57	P
11.3.415T16:16:10	P
5.9.415T4:29:29	P
28.2.416T22:36:15	T
24.8.416T12:42:36	T
17.2.417T11:39:28	P
29.12.418T5:7:46	T
23.6.419T12:36:11	T
18.12.419T9:34:45	T
12.6.420T4:38:37	P
6.12.420T8:46:28	P
23.4.422T0:8:11	P
16.10.422T7:6:52	P
12.4.423T3:7:14	T
5.10.423T22:59:3	T
31.3.424T3:27:25	P
24.9.424T13:54:44	P
8.2.426T11:2:26	T
4.8.426T9:42:58	P
29.1.427T3:5:30	T
24.7.427T11:42:43	T
18.1.428T16:13:16	P
12.7.428T20:36:32	P
3.6.429T5:7:1	P
27.11.429T3:15:32	P
23.5.430T21:41:13	T
16.11.430T6:24:52	T
13.5.431T9:29:0	P
5.11.431T16:57:27	P
21.3.433T23:28:42	P
15.9.433T12:22:19	P
11.3.434T6:23:2	T
4.9.434T20:1:17	T
28.2.435T19:52:28	P
24.8.435T21:14:38	P
8.1.437T13:32:12	T
3.7.437T19:53:18	T
28.12.437T17:41:27	T
23.6.438T12:5:3	T
17.12.438T16:49:55	P
3.5.440T7:1:41	P
26.10.440T15:43:29	P
22.4.441T9:46:51	T
16.10.441T7:31:19	T
11.4.442T10:20:22	P
5.10.442T22:7:34	P
19.2.444T19:25:21	T
14.8.444T16:30:29	P
8.2.445T11:33:57	T
3.8.445T18:41:53	T
29.1.446T0:33:14	P
24.7.446T3:56:14	P
14.6.447T12:33:7	P
8.12.447T11:21:40	P
3.6.448T4:56:53	T
26.11.448T14:51:16	T
23.5.449T16:21:54	P
16.11.449T1:40:11	P
2.4.451T6:33:15	P
26.9.451T20:22:9	P
21.3.452T14:2:47	T
15.9.452T3:27:27	T
11.3.453T3:58:27	P
4.9.453T4:17:10	P
19.1.455T21:51:55	T
15.7.455T3:14:53	T
9.1.456T1:42:52	T
3.7.456T19:34:25	T
28.12.456T0:50:43	P
14.5.458T13:50:8	P
7.11.458T0:25:45	P
3.5.459T16:18:9	T
27.10.459T16:10:32	T
21.4.460T17:5:19	P
16.10.460T6:27:57	P
2.3.462T3:40:50	P
25.8.462T23:25:23	P
19.2.463T19:55:45	T
15.8.463T1:48:36	T
9.2.464T8:45:14	P
3.8.464T11:22:45	P
24.6.465T20:0:37	P
18.12.465T19:28:13	P
14.6.466T12:12:10	T
7.12.466T23:20:7	T
3.6.467T23:10:33	P
27.11.467T10:26:19	P
12.4.469T13:32:5	P
7.10.469T4:29:25	P
1.4.470T21:36:16	T
26.9.470T11:0:41	T
22.3.471T11:56:40	P
15.9.471T11:29:32	P
30.1.473T6:2:55	P
25.7.473T10:42:42	T
19.1.474T9:38:27	T
15.7.474T3:6:47	T
8.1.475T8:49:33	P
4.7.475T19:46:13	P
24.5.476T20:32:20	P
17.11.476T9:12:48	P
13.5.477T22:45:17	T
7.11.477T0:54:50	T
2.5.478T23:47:14	P
27.10.478T14:52:48	P
12.3.480T11:47:44	P
5.9.480T6:30:36	P
2.3.481T4:8:15	T
25.8.481T9:5:22	T
19.2.482T16:47:26	P
14.8.482T18:57:45	P
6.7.483T3:28:49	P
30.12.483T3:33:13	P
24.6.484T19:26:5	T
18.12.484T7:49:8	T
14.6.485T5:56:53	P
7.12.485T19:15:13	P
23.4.487T20:25:16	P
18.10.487T12:43:16	P
12.4.488T5:3:16	T
6.10.488T18:42:13	T
1.4.489T19:48:58	P
25.9.489T18:49:56	P
10.2.491T14:6:5	P
5.8.491T18:16:35	P
30.1.492T17:26:12	T
25.7.492T10:44:18	T
18.1.493T16:41:33	P
15.7.493T3:10:25	P
5.6.494T3:11:3	P
28.11.494T18:2:34	P
25.5.495T5:7:40	T
18.11.495T9:43:17	T
13.5.496T6:24:2	P
6.11.496T23:23:50	P
23.3.498T19:47:39	P
16.9.498T13:45:4	P
13.3.499T12:12:2	T
5.9.499T16:31:35	T
2.3.500T0:40:27	P
25.8.500T2:41:11	P
9.1.502T11:36:8	P
6.7.502T2:40:41	T
29.12.502T16:17:46	T
25.6.503T12:42:21	T
19.12.503T4:3:22	P
4.5.505T3:15:22	P
28.10.505T21:1:51	P
23.4.506T12:25:55	T
18.10.506T2:30:34	T
13.4.507T3:32:37	P
7.10.507T2:20:32	P
20.2.509T21:58:17	P
16.8.509T1:58:44	P
10.2.510T1:6:17	T
5.8.510T18:25:38	T
30.1.511T0:29:38	P
26.7.511T10:36:11	P
9.12.512T2:54:28	P
4.6.513T11:29:13	T
28.11.513T18:33:24	T
24.5.514T13:0:56	P
18.11.514T7:57:20	P
3.4.516T3:39:59	P
26.9.516T21:9:37	P
23.3.517T20:6:37	T
16.9.517T0:8:53	T
13.3.518T8:23:11	P
5.9.518T10:33:20	P
20.1.520T19:32:49	P
16.7.520T9:57:30	T
9.1.521T0:43:42	T
5.7.521T19:28:10	T
29.12.521T12:50:36	P
15.5.523T10:0:51	P
9.11.523T5:26:3	P
3.5.524T19:44:18	T
28.10.524T10:24:53	T
23.4.525T11:12:15	P
17.10.525T9:59:6	P
4.3.527T5:41:46	P
27.8.527T9:48:54	P
21.2.528T8:35:33	T
16.8.528T2:14:41	T
9.2.529T8:9:9	P
5.8.529T18:7:29	P
20.12.530T11:45:39	P
15.6.531T17:48:24	T
10.12.531T3:25:5	T
3.6.532T19:36:27	T
28.11.532T16:33:14	P
14.4.534T11:25:38	P
8.10.534T4:43:19	P
4.4.535T3:53:12	T
27.9.535T7:56:26	T
23.3.536T15:55:39	P
15.9.536T18:35:11	P
31.1.538T3:25:9	P
27.7.538T17:17:25	P
20.1.539T9:5:32	T
17.7.539T2:15:12	T
9.1.540T21:34:15	P
25.5.541T16:46:38	P
19.11.541T13:52:58	P
15.5.542T2:59:39	T
8.11.542T18:24:22	T
4.5.543T18:45:44	P
28.10.543T17:46:25	P
14.3.545T13:14:23	P
6.9.545T17:47:10	P
3.3.546T15:56:24	T
27.8.546T10:9:38	T
20.2.547T15:41:42	P
17.8.547T1:42:51	P
30.12.548T20:35:5	P
26.6.549T0:10:45	T
20.12.549T12:16:10	T
15.6.550T2:13:49	T
10.12.550T1:9:23	P
24.4.552T19:5:7	P
18.10.552T12:26:42	P
14.4.553T11:31:59	T
7.10.553T15:53:5	T
3.4.554T23:18:17	P
27.9.554T2:46:1	P
11.2.556T11:9:19	P
7.8.556T0:41:59	P
30.1.557T17:21:29	T
27.7.557T9:6:13	T
20.1.558T6:14:47	P
16.7.558T10:57:54	P
30.11.559T22:22:15	P
25.5.560T10:13:38	T
19.11.560T2:28:7	T
15.5.561T2:17:7	P
8.11.561T1:38:42	P
25.3.563T20:36:29	P
18.9.563T1:54:29	P
13.3.564T23:6:18	T
6.9.564T18:12:55	T
2.3.565T23:4:59	P
27.8.565T9:25:59	P
11.1.567T5:21:17	P
7.7.567T6:34:55	P
31.12.567T21:4:38	T
25.6.568T8:53:42	T
20.12.568T9:45:4	P
14.6.569T18:3:30	P
6.5.570T2:39:45	P
29.10.570T20:18:13	P
25.4.571T19:2:19	T
18.10.571T23:59:27	T
14.4.572T6:32:5	P
7.10.572T11:5:9	P
21.2.574T18:47:51	P
18.8.574T8:10:53	P
11.2.575T1:32:10	T
7.8.575T16:1:52	T
31.1.576T14:48:13	P
26.7.576T17:31:30	P
11.12.577T6:50:38	P
5.6.578T17:27:34	T
30.11.578T10:34:2	T
26.5.579T9:43:51	T
19.11.579T9:37:50	P
5.4.581T3:48:48	P
28.9.581T10:10:51	P
25.3.582T6:7:37	T
18.9.582T2:23:5	T
14.3.583T6:21:40	P
7.9.583T17:15:19	P
21.1.585T14:3:47	P
17.7.585T13:4:6	P
11.1.586T5:49:30	T
6.7.586T15:38:20	T
31.12.586T18:16:58	P
26.6.587T1:13:11	P
16.5.588T10:10:43	P
9.11.588T4:15:35	P
6.5.589T2:27:11	T
29.10.589T8:13:54	T
25.4.590T13:36:38	P
18.10.590T19:32:46	P
4.3.592T2:16:44	P
28.8.592T15:47:5	P
21.2.593T9:36:13	T
17.8.593T23:2:30	T
10.2.594T23:16:48	P
7.8.594T0:10:3	P
22.12.595T15:18:33	P
16.6.596T0:43:12	T
10.12.596T18:39:58	T
5.6.597T17:11:22	T
29.11.597T17:39:59	P
16.4.599T10:52:10	P
9.10.599T18:35:43	P
4.4.600T12:58:45	T
28.9.600T10:42:3	T
24.3.601T13:29:56	P
18.9.601T1:11:32	P
1.2.603T22:39:19	P
28.7.603T19:38:19	P
22.1.604T14:28:53	T
16.7.604T22:28:47	T
11.1.605T2:44:30	P
6.7.605T8:27:8	P
27.5.606T17:37:56	P
20.11.606T12:19:35	P
17.5.607T9:46:22	T
9.11.607T16:35:38	T
5.5.608T20:34:34	P
29.10.608T4:7:37	P
15.3.610T9:40:14	P
8.9.610T23:29:23	P
4.3.611T17:32:31	T
29.8.611T6:10:27	T
22.2.612T7:37:9	P
17.8.612T6:57:52	P
1.1.614T23:42:34	P
27.6.614T8:0:24	P
22.12.614T2:45:31	T
17.6.615T0:37:32	T
11.12.615T1:44:34	P
5.6.616T17:22:1	P
26.4.617T17:47:20	P
20.10.617T3:7:47	P
15.4.618T19:42:39	T
9.10.618T19:7:54	T
4.4.619T20:30:48	P
29.9.619T9:15:2	P
12.2.621T7:8:56	P
8.8.621T2:20:49	P
1.2.622T23:2:22	T
28.7.622T5:25:43	T
22.1.623T11:5:47	P
17.7.623T15:46:39	P
7.6.624T1:4:30	P
30.11.624T20:26:50	P
27.5.625T17:1:46	T
20.11.625T1:2:11	T
17.5.626T3:25:41	P
9.11.626T12:48:58	P
25.3.628T16:54:58	P
19.9.628T7:19:11	P
15.3.629T1:22:20	T
8.9.629T13:25:57	T
4.3.630T15:51:20	P
28.8.630T13:52:42	P
13.1.632T8:2:2	P
7.7.632T15:22:21	P
1.1.633T10:48:22	T
27.6.633T8:5:29	T
21.12.633T9:48:43	P
17.6.634T0:39:45	P
8.5.635T0:34:27	P
31.10.635T11:46:53	P
26.4.636T2:19:9	T
20.10.636T3:40:23	T
15.4.637T3:25:41	P
9.10.637T17:26:0	P
23.2.639T15:30:42	P
19.8.639T9:11:47	P
13.2.640T7:27:28	T
7.8.640T12:31:44	T
1.2.641T19:20:41	P
27.7.641T23:11:29	P
12.12.642T4:36:58	P
8.6.643T0:13:30	T
1.12.643T9:33:27	T
27.5.644T10:13:17	T
19.11.644T21:34:1	P
6.4.646T0:4:6	P
30.9.646T15:15:57	P
26.3.647T9:5:4	T
19.9.647T20:50:1	T
14.3.648T23:56:21	P
7.9.648T20:58:42	P
23.1.650T16:14:37	P
18.7.650T22:48:17	P
12.1.651T18:45:55	T
8.7.651T15:34:40	T
1.1.652T17:51:58	P
27.6.652T7:56:56	P
10.11.653T20:32:2	P
7.5.654T8:49:12	T
31.10.654T12:19:22	T
26.4.655T10:15:24	P
21.10.655T1:43:16	P
5.3.657T23:46:12	P
29.8.657T16:11:1	P
23.2.658T15:45:20	T
18.8.658T19:46:17	T
13.2.659T3:25:32	P
8.8.659T6:44:20	P
22.12.660T12:45:46	P
18.6.661T7:24:37	T
11.12.661T18:6:47	T
7.6.662T16:55:29	T
1.12.662T6:23:27	P
16.4.664T7:6:19	P
10.10.664T23:20:38	P
5.4.665T16:42:3	T
30.9.665T4:20:51	T
26.3.666T7:55:36	P
19.9.666T4:13:4	P
4.2.668T0:20:7	P
29.7.668T6:20:47	P
23.1.669T2:37:33	T
18.7.669T23:8:32	T
12.1.670T1:51:41	P
8.7.670T15:14:59	P
22.11.671T5:20:49	P
17.5.672T15:15:17	T
10.11.672T21:3:25	T
6.5.673T17:1:8	T
31.10.673T10:6:7	P
17.3.675T7:51:56	P
9.9.675T23:21:2	P
5.3.676T23:54:7	T
29.8.676T3:10:50	T
23.2.677T11:22:19	P
18.8.677T14:24:52	P
2.1.679T20:55:0	P
29.6.679T14:35:7	P
23.12.679T2:40:26	T
17.6.680T23:37:13	T
11.12.680T15:14:4	P
22.10.682T7:31:5	P
17.4.683T0:12:10	T
11.10.683T12:0:16	T
5.4.684T15:47:0	P
29.9.684T11:37:19	P
14.2.686T8:15:54	P
9.8.686T13:59:5	P
3.2.687T10:21:39	T
30.7.687T6:46:23	T
23.1.688T9:46:28	P
18.7.688T22:35:37	P
2.12.689T14:12:58	P
28.5.690T21:38:6	T
22.11.690T5:51:18	T
17.5.691T23:43:54	T
11.11.691T18:33:40	P
27.3.693T15:51:57	P
20.9.693T6:40:41	P
17.3.694T7:54:0	T
9.9.694T10:45:10	T
6.3.695T19:8:0	P
29.8.695T22:14:46	P
13.1.697T5:0:8	P
9.7.697T21:45:56	P
2.1.698T11:12:53	T
29.6.698T6:17:1	T
23.12.698T0:4:48	P
18.6.699T8:15:36	P
1.11.700T15:46:52	P
27.4.701T7:38:50	T
21.10.701T19:46:39	T
16.4.702T23:32:6	T
10.10.702T19:10:42	P
25.2.704T16:2:28	P
19.8.704T21:46:1	P
13.2.705T17:58:13	T
9.8.705T14:29:23	T
2.2.706T17:35:35	P
30.7.706T5:59:52	P
13.12.707T23:5:35	P
8.6.708T4:0:34	P
2.12.708T14:40:25	T
28.5.709T6:26:3	T
22.11.709T3:4:52	P
17.5.710T15:39:32	P
7.4.711T23:43:2	P
27.3.712T15:44:25	T
19.9.712T18:30:19	T
17.3.713T2:45:3	P
9.9.713T6:12:0	P
24.1.715T13:1:7	P
21.7.715T4:59:7	P
13.1.716T19:42:46	T
9.7.716T12:59:0	T
2.1.717T8:52:59	P
28.6.717T14:38:36	P
13.11.718T0:7:6	P
8.5.719T15:1:4	T
2.11.719T3:39:7	T
27.4.720T7:11:17	T
21.10.720T2:53:28	P
7.3.722T23:38:28	P
31.8.722T5:40:33	P
25.2.723T1:24:7	T
20.8.723T22:18:59	T
14.2.724T1:18:4	P
9.8.724T13:28:17	P
24.12.725T7:58:42	P
19.6.726T10:21:50	P
13.12.726T23:31:1	T
8.6.727T13:8:30	T
3.12.727T11:36:54	P
27.5.728T22:51:52	P
18.4.729T7:28:45	P
7.4.730T23:26:39	T
1.10.730T2:25:9	T
28.3.731T10:9:54	P
20.9.731T14:19:20	T
3.2.733T20:55:25	P
31.7.733T12:15:44	P
24.1.734T4:7:54	T
20.7.734T19:41:42	T
13.1.735T17:38:29	P
9.7.735T21:3:32	P
23.11.736T8:31:2	P
18.5.737T22:20:50	T
12.11.737T11:36:54	T
8.5.738T14:46:4	T
1.11.738T10:43:51	P
18.3.740T7:5:14	P
10.9.740T13:43:12	P
7.3.741T8:41:47	T
31.8.741T6:15:24	T
24.2.742T8:51:59	P
20.8.742T21:2:12	P
4.1.744T16:47:56	P
29.6.744T16:46:15	P
24.12.744T8:20:6	T
18.6.745T19:51:37	T
13.12.745T20:9:45	P
8.6.746T6:2:24	P
29.4.747T15:6:35	P
18.4.748T7:1:0	T
11.10.748T10:28:52	T
7.4.749T17:26:53	P
30.9.749T22:34:35	T
15.2.751T4:44:1	P
11.8.751T19:37:11	P
4.2.752T12:27:31	T
31.7.752T2:29:52	T
24.1.753T2:19:22	P
20.7.753T3:32:38	P
4.12.754T16:55:33	P
30.5.755T5:39:2	P
23.11.755T19:38:22	T
18.5.756T22:17:22	T
11.11.756T18:40:7	P
8.5.757T14:55:18	P
29.3.758T14:19:50	P
21.9.758T21:54:44	P
18.3.759T15:48:35	T
11.9.759T14:19:21	T
6.3.760T16:18:27	P
31.8.760T4:42:27	P
15.1.762T1:35:12	P
10.7.762T23:13:12	P
4.1.763T17:6:25	T
30.6.763T2:38:41	T
25.12.763T4:40:18	P
18.6.764T13:15:57	P
29.4.766T14:26:51	T
22.10.766T18:41:39	T
19.4.767T0:33:10	T
12.10.767T6:58:38	T
25.2.769T12:24:44	P
22.8.769T3:3:5	P
14.2.770T20:40:58	T
11.8.770T9:22:6	T
4.2.771T10:53:52	P
31.7.771T10:7:28	P
15.12.772T1:20:14	P
9.6.773T12:57:21	P
4.12.773T3:42:30	T
30.5.774T5:44:59	T
23.11.774T2:42:9	P
19.5.775T22:17:38	P
8.4.776T21:26:1	P
2.10.776T6:14:18	P
28.3.777T22:47:16	T
21.9.777T22:29:48	T
17.3.778T23:36:51	P
11.9.778T12:29:30	P
26.1.780T10:16:16	P
21.7.780T5:45:40	P
15.1.781T1:47:56	T
10.7.781T9:29:49	T
4.1.782T13:7:50	P
29.6.782T20:30:3	P
9.5.784T21:47:9	T
2.11.784T3:2:29	T
29.4.785T7:32:14	T
22.10.785T15:29:49	T
8.3.787T19:58:14	P
2.9.787T10:36:12	P
26.2.788T4:48:17	T
21.8.788T16:20:45	T
14.2.789T19:22:1	P
10.8.789T16:49:37	P
26.12.790T9:42:21	P
20.6.791T20:17:3	P
15.12.791T11:45:36	T
9.6.792T13:12:3	T
3.12.792T10:47:42	T
30.5.793T5:34:46	P
13.10.794T14:42:25	P
9.4.795T5:35:52	T
3.10.795T6:48:40	T
28.3.796T6:48:48	T
21.9.796T20:22:35	T
5.2.798T18:52:2	P
1.8.798T12:23:42	P
26.1.799T10:24:5	T
21.7.799T16:27:53	T
15.1.800T21:29:8	P
10.7.800T3:50:5	P
21.5.802T5:1:30	T
13.11.802T11:29:30	T
10.5.803T14:22:49	T
3.11.803T0:8:20	T
12.9.805T18:15:42	P
8.3.806T12:46:53	T
1.9.806T23:26:4	T
26.2.807T3:42:39	T
21.8.807T23:39:45	P
5.1.809T18:1:57	P
1.7.809T3:37:57	P
25.12.809T19:48:48	T
20.6.810T20:38:25	T
14.12.810T18:54:29	T
10.6.811T12:50:9	P
23.10.812T23:16:18	P
19.4.813T12:18:18	T
13.10.813T15:14:0	T
8.4.814T13:52:16	T
3.10.814T4:23:30	T
17.2.816T3:19:25	P
5.2.817T18:53:17	T
31.7.817T23:31:43	T
26.1.818T5:45:2	P
21.7.818T11:13:59	P
31.5.820T12:12:24	P
23.11.820T20:1:23	T
20.5.821T21:8:36	T
13.11.821T8:52:22	T
3.11.822T0:38:2	P
18.3.824T20:39:25	T
12.9.824T6:39:37	T
8.3.825T11:55:53	T
1.9.825T6:38:15	T
17.1.827T2:14:19	P
12.7.827T11:3:38	P
6.1.828T3:47:56	T
1.7.828T4:5:59	T
25.12.828T3:1:14	T
20.6.829T20:3:13	P
4.11.830T7:57:58	P
30.4.831T18:53:15	P
24.10.831T23:46:4	T
18.4.832T20:51:19	T
13.10.832T12:31:7	T
27.2.834T11:40:48	P
17.2.835T3:14:18	T
12.8.835T6:45:13	T
6.2.836T13:52:42	P
31.7.836T18:44:36	T
11.6.838T19:19:0	P
5.12.838T4:36:36	T
1.6.839T3:49:8	T
24.11.839T17:39:54	T
20.5.840T5:43:53	P
13.11.840T9:23:17	P
30.3.842T4:24:21	T
23.9.842T14:1:24	T
19.3.843T20:0:50	T
12.9.843T13:47:7	T
27.1.845T10:21:40	P
22.7.845T18:33:10	P
16.1.846T11:43:0	T
12.7.846T11:35:24	T
5.1.847T11:6:14	T
2.7.847T3:17:32	P
14.11.848T16:43:54	P
11.5.849T1:23:11	P
4.11.849T8:23:41	T
30.4.850T3:44:32	T
24.10.850T20:45:26	T
19.4.851T12:52:52	P
9.3.852T19:53:32	P
27.2.853T11:26:50	T
22.8.853T14:6:49	T
16.2.854T21:51:13	P
12.8.854T2:21:32	T
22.6.856T2:25:3	P
15.12.856T13:14:16	T
11.6.857T10:26:1	T
5.12.857T2:30:48	T
31.5.858T12:6:43	P
24.11.858T18:11:30	P
9.4.860T12:4:18	T
3.10.860T21:30:19	T
30.3.861T3:58:57	T
22.9.861T21:5:29	T
7.2.863T18:19:18	P
3.8.863T2:9:34	P
27.1.864T19:30:38	T
22.7.864T19:8:57	T
15.1.865T19:8:25	T
12.7.865T10:31:9	P
26.11.866T1:34:40	P
22.5.867T7:49:10	P
15.11.867T17:6:44	T
10.5.868T10:35:28	T
4.11.868T5:4:36	T
29.4.869T20:16:5	P
21.3.870T3:58:24	P
10.3.871T19:30:43	T
2.9.871T21:38:28	T
28.2.872T5:40:8	P
22.8.872T10:6:58	T
3.7.874T9:30:34	P
26.12.874T21:50:44	T
22.6.875T17:1:48	T
16.12.875T11:22:45	T
10.6.876T18:27:49	P
5.12.876T3:2:18	P
20.4.878T19:36:55	T
15.10.878T5:8:15	T
10.4.879T11:50:7	T
4.10.879T4:33:34	T
30.3.880T4:11:45	P
22.9.880T7:54:42	P
18.2.881T2:9:41	P
13.8.881T9:51:22	P
7.2.882T3:12:24	T
3.8.882T2:47:8	T
27.1.883T3:4:51	T
23.7.883T17:49:11	P
6.12.884T10:26:38	P
1.6.885T14:13:12	P
26.11.885T1:52:31	T
21.5.886T17:22:29	T
15.11.886T13:28:41	T
11.5.887T3:34:50	P
31.3.888T11:55:10	P
21.3.889T3:24:49	T
13.9.889T5:19:21	T
10.3.890T13:19:7	T
2.9.890T18:0:35	T
23.8.891T10:29:38	P
13.7.892T16:36:46	P
6.1.893T6:26:50	T
2.7.893T23:37:17	T
26.12.893T20:14:13	T
22.6.894T0:49:5	P
16.12.894T11:53:12	P
1.5.896T3:6:49	P
25.10.896T12:52:55	T
20.4.897T19:34:20	T
14.10.897T12:11:10	T
10.4.898T11:55:2	P
3.10.898T15:47:13	P
24.8.899T17:42:20	P
18.2.900T10:45:18	T
13.8.900T10:30:10	T
6.2.901T10:56:34	T
3.8.901T1:9:31	T
17.12.902T19:20:33	P
12.6.903T20:36:58	P
7.12.903T10:40:3	T
1.6.904T0:10:31	T
25.11.904T21:55:42	T
21.5.905T10:51:32	P
1.4.907T11:10:21	T
24.9.907T13:11:11	P
20.3.908T20:48:35	T
13.9.908T2:2:20	T
2.9.909T18:27:38	P
24.7.910T23:45:48	P
17.1.911T14:58:46	T
14.7.911T6:14:57	T
7.1.912T5:2:56	T
2.7.912T7:12:37	P
26.12.912T20:43:53	P
12.5.914T10:31:56	P
5.11.914T20:44:43	P
2.5.915T3:13:23	T
25.10.915T19:58:25	T
20.4.916T19:32:10	P
13.10.916T23:48:1	P
28.2.918T18:9:14	T
24.8.918T18:19:51	T
17.2.919T18:40:56	T
14.8.919T8:35:22	T
28.12.920T4:12:44	P
23.6.921T3:0:54	P
17.12.921T19:27:42	T
12.6.922T6:58:18	T
7.12.922T6:23:41	T
1.6.923T18:7:3	P
11.4.925T18:46:56	T
4.10.925T21:12:36	P
1.4.926T4:6:53	T
24.9.926T10:13:22	T
14.9.927T2:32:30	P
4.8.928T6:58:24	P
27.1.929T23:27:27	T
24.7.929T12:54:35	T
17.1.930T13:48:41	T
13.7.930T13:40:18	P
7.1.931T5:30:34	P
22.5.932T17:55:33	P
16.11.932T4:40:50	P
12.5.933T10:47:29	T
5.11.933T3:53:12	T
2.5.934T3:0:10	P
25.10.934T7:58:55	P
11.3.936T1:23:54	T
4.9.936T2:16:16	T
28.2.937T2:18:8	T
24.8.937T16:5:45	T
17.2.938T9:33:20	P
8.1.939T13:2:53	P
4.7.939T9:28:30	P
29.12.939T4:14:47	T
22.6.940T13:48:38	T
17.12.940T14:51:55	T
12.6.941T1:23:11	P
23.4.943T2:16:28	P
16.10.943T5:22:35	P
11.4.944T11:16:37	T
4.10.944T18:32:45	T
24.9.945T10:45:43	P
8.2.947T7:48:45	T
4.8.947T19:39:58	T
28.1.948T22:29:43	T
23.7.948T20:11:39	T
17.1.949T14:14:23	P
3.6.950T1:16:29	P
27.11.950T12:41:45	P
23.5.951T18:18:29	T
16.11.951T11:53:47	T
12.5.952T10:23:59	P
4.11.952T16:16:46	P
22.3.954T8:29:52	P
15.9.954T10:20:13	T
11.3.955T9:47:24	T
4.9.955T23:43:41	T
28.2.956T17:36:42	P
8.1.958T12:57:28	T
3.7.958T20:42:11	T
28.12.958T23:17:44	T
23.6.959T8:40:46	P
3.5.961T9:36:58	P
26.10.961T13:41:49	P
22.4.962T18:16:53	T
16.10.962T3:0:36	T
11.4.963T20:7:31	P
5.10.963T19:6:28	P
18.2.965T16:5:35	T
15.8.965T2:30:4	T
8.2.966T7:4:4	T
4.8.966T2:50:13	T
28.1.967T22:51:32	P
13.6.968T8:38:46	P
7.12.968T20:43:51	P
3.6.969T1:45:37	T
26.11.969T19:59:45	T
23.5.970T17:41:28	P
16.11.970T0:41:26	P
1.4.972T15:26:56	P
25.9.972T18:30:55	P
21.3.973T17:9:47	T
15.9.973T7:27:56	T
11.3.974T1:32:38	P
19.1.976T21:36:18	T
14.7.976T3:41:9	T
8.1.977T7:40:11	T
3.7.977T16:0:39	T
14.5.979T16:52:28	P
6.11.979T22:8:13	P
3.5.980T1:9:21	T
26.10.980T11:35:12	T
22.4.981T2:48:48	P
16.10.981T3:34:43	P
2.3.983T0:14:18	T
26.8.983T9:26:42	P
19.2.984T15:31:52	T
14.8.984T9:35:35	T
8.2.985T7:22:35	P
3.8.985T13:1:16	P
24.6.986T16:1:32	P
19.12.986T4:46:27	P
14.6.987T9:12:40	T
8.12.987T4:9:24	T
3.6.988T0:55:42	P
26.11.988T9:10:40	P
12.4.990T22:15:53	P
7.10.990T2:49:28	P
2.4.991T0:25:28	T
26.9.991T15:18:46	T
21.3.992T9:21:55	P
14.9.992T20:56:23	P
30.1.994T6:7:59	T
25.7.994T10:46:43	T
19.1.995T15:56:11	T
14.7.995T23:25:10	T
25.5.997T0:1:22	P
17.11.997T6:41:6	P
14.5.998T7:54:10	T
6.11.998T20:16:42	T
3.5.999T9:24:58	P
27.10.999T12:8:14	P
12.3.1001T8:16:18	P
5.9.1001T16:30:33	P
1.3.1002T23:51:54	T
25.8.1002T16:30:31	T
19.2.1003T15:44:36	P
14.8.1003T20:11:58	P
4.7.1004T23:26:40	P
29.12.1004T12:47:12	P
24.6.1005T16:38:42	T
18.12.1005T12:19:45	T
14.6.1006T8:6:25	P
7.12.1006T17:43:42	P
23.4.1008T4:57:48	P
17.10.1008T11:14:53	P
12.4.1009T7:33:32	T
6.10.1009T23:17:13	T
1.4.1010T17:4:25	P
26.9.1010T4:21:48	P
10.2.1012T14:34:0	T
4.8.1012T17:58:16	P
30.1.1013T0:6:26	T
25.7.1013T6:54:14	T
14.7.1014T23:45:44	P
5.6.1015T7:7:30	P
28.11.1015T15:17:2	P
24.5.1016T14:34:2	T
17.11.1016T5:2:51	T
13.5.1017T15:53:23	P
6.11.1017T20:48:25	P
23.3.1019T16:10:23	P
16.9.1019T23:43:14	P
12.3.1020T8:4:38	T
4.9.1020T23:33:25	T
1.3.1021T23:59:24	P
25.8.1021T3:30:44	P
16.7.1022T6:55:23	P
9.1.1023T20:45:36	P
6.7.1023T0:6:25	T
29.12.1023T20:30:3	T
24.6.1024T15:16:44	P
18.12.1024T2:18:3	P
4.5.1026T11:34:12	P
28.10.1026T19:46:13	P
23.4.1027T14:37:1	T
18.10.1027T7:22:25	T
12.4.1028T0:40:17	P
6.10.1028T11:54:42	P
20.2.1030T22:49:33	T
16.8.1030T1:18:59	P
10.2.1031T8:7:50	T
5.8.1031T14:28:58	T
25.7.1032T7:19:48	P
15.6.1033T14:8:41	P
8.12.1033T23:57:10	P
4.6.1034T21:9:34	T
28.11.1034T13:52:33	T
24.5.1035T22:19:50	P
18.11.1035T5:32:39	P
2.4.1037T23:58:30	P
