Date	Type
23.10.-238T19:20:15	P
8.3.-236T20:21:46	T
1.9.-236T5:15:24	P
26.2.-235T11:1:52	T
21.8.-235T12:14:55	T
11.8.-234T2:5:2	P
2.7.-233T11:22:6	P
26.12.-233T4:6:15	T
21.6.-232T0:13:34	T
14.12.-232T13:5:15	T
10.6.-231T6:0:41	P
4.12.-231T3:32:5	P
19.4.-229T22:32:56	P
14.10.-229T15:46:26	P
8.4.-228T11:34:41	T
2.10.-228T17:22:38	T
29.3.-227T4:17:4	P
21.9.-227T17:3:5	P
6.2.-225T15:25:8	T
2.8.-225T2:1:59	T
26.1.-224T15:29:33	T
21.7.-224T18:55:36	T
1.6.-222T2:7:33	P
25.11.-222T2:38:57	T
21.5.-221T2:46:14	T
14.11.-221T17:33:3	T
9.5.-220T7:27:25	P
3.11.-220T3:37:42	P
20.3.-218T4:17:50	T
12.9.-218T12:43:55	P
9.3.-217T18:50:25	T
1.9.-217T20:0:56	T
21.8.-216T9:59:23	P
12.7.-215T18:47:7	P
5.1.-214T12:20:59	T
2.7.-214T7:9:55	T
25.12.-214T21:46:18	T
21.6.-213T12:27:52	P
15.12.-213T12:25:4	P
30.4.-211T5:38:18	P
24.10.-211T23:51:25	P
19.4.-210T19:7:3	T
14.10.-210T1:3:18	T
9.4.-209T12:0:38	P
3.10.-209T0:42:59	P
16.2.-207T22:59:13	T
12.8.-207T9:51:43	T
5.2.-206T23:1:45	T
2.8.-206T2:34:13	T
11.6.-204T8:29:19	P
5.12.-204T11:33:13	T
31.5.-203T9:9:57	T
25.11.-203T2:18:4	T
20.5.-202T14:18:45	P
14.11.-202T11:59:7	P
30.3.-200T12:6:45	T
22.9.-200T20:21:52	P
20.3.-199T2:31:27	T
12.9.-199T3:55:36	T
1.9.-198T18:1:27	P
16.1.-196T20:30:1	P
12.7.-196T14:10:33	T
5.1.-195T6:23:26	T
1.7.-195T18:56:57	P
25.12.-195T21:15:34	P
11.5.-193T12:40:18	P
5.11.-193T8:1:50	P
30.4.-192T2:35:1	T
24.10.-192T8:51:3	T
19.4.-191T19:38:6	P
13.10.-191T8:32:42	P
28.2.-189T6:22:59	T
23.8.-189T17:49:16	T
17.2.-188T6:26:15	T
12.8.-188T10:19:3	T
5.2.-187T8:3:58	P
16.12.-186T20:26:4	T
11.6.-185T15:35:58	T
6.12.-185T11:2:24	T
30.5.-184T21:12:42	P
24.11.-184T20:20:37	P
10.4.-182T19:46:59	P
4.10.-182T4:10:42	P
31.3.-181T10:1:36	T
23.9.-181T12:1:18	T
19.3.-180T17:34:12	P
12.9.-180T2:13:27	P
27.1.-178T4:34:54	P
23.7.-178T21:13:32	T
16.1.-177T14:56:27	T
13.7.-177T1:29:7	T
6.1.-176T6:3:22	P
21.5.-175T19:43:3	P
15.11.-175T16:15:9	P
11.5.-174T9:59:53	T
4.11.-174T16:44:45	T
1.5.-173T3:10:54	P
24.10.-173T16:29:53	P
10.3.-171T13:36:30	P
3.9.-171T1:54:23	P
27.2.-170T13:41:4	T
23.8.-170T18:10:56	T
16.2.-169T15:45:33	P
13.8.-169T6:42:12	P
27.12.-168T5:16:35	T
21.6.-167T22:4:14	T
16.12.-167T19:46:18	T
11.6.-166T4:6:18	T
6.12.-166T4:43:36	P
21.4.-164T3:22:3	P
14.10.-164T12:8:40	P
10.4.-163T17:24:33	T
3.10.-163T20:14:56	T
31.3.-162T0:36:58	P
23.9.-162T10:33:11	P
7.2.-160T12:32:51	P
3.8.-160T4:21:58	T
26.1.-159T23:23:16	T
23.7.-159T8:6:45	T
16.1.-158T14:45:1	P
2.6.-157T2:45:49	P
27.11.-157T0:29:42	P
21.5.-156T17:23:21	T
15.11.-156T0:43:42	T
11.5.-155T10:38:15	P
4.11.-155T0:34:55	P
21.3.-153T20:39:26	P
14.9.-153T10:8:20	P
9.3.-152T20:48:37	T
3.9.-152T2:8:53	T
26.2.-151T23:22:10	P
23.8.-151T14:10:24	P
7.1.-149T14:2:52	T
3.7.-149T4:38:27	T
28.12.-149T4:25:19	T
21.6.-148T11:5:52	T
16.12.-148T13:3:46	P
2.5.-146T10:50:40	P
25.10.-146T20:15:14	P
22.4.-145T0:38:1	T
15.10.-145T4:38:38	T
10.4.-144T7:30:7	P
3.10.-144T19:1:15	P
17.2.-142T20:23:30	P
14.8.-142T11:35:38	P
7.2.-141T7:44:19	T
3.8.-141T14:50:16	T
27.1.-140T23:21:10	P
22.7.-140T15:9:6	P
12.6.-139T9:50:18	P
7.12.-139T8:44:35	P
2.6.-138T0:46:22	T
26.11.-138T8:44:12	T
22.5.-137T18:3:37	P
15.11.-137T8:44:45	P
1.4.-135T3:33:22	P
24.9.-135T18:30:13	P
21.3.-134T3:45:27	T
14.9.-134T10:15:22	T
10.3.-133T6:49:26	P
3.9.-133T21:46:42	P
17.1.-131T22:44:32	T
13.7.-131T11:16:53	P
7.1.-130T13:1:18	T
2.7.-130T18:8:36	T
27.12.-130T21:20:49	P
12.5.-128T18:16:6	P
5.11.-128T4:27:48	P
2.5.-127T7:46:21	T
25.10.-127T13:9:0	T
21.4.-126T14:14:55	P
15.10.-126T3:36:39	P
29.2.-124T4:6:47	P
24.8.-124T18:56:49	P
17.2.-123T15:57:45	T
13.8.-123T21:40:31	T
7.2.-122T7:49:32	P
2.8.-122T21:56:16	P
18.12.-121T16:57:23	P
12.6.-120T8:10:0	T
6.12.-120T16:46:18	T
2.6.-119T1:26:17	T
25.11.-119T16:59:21	P
12.4.-117T10:18:30	P
6.10.-117T2:59:37	P
31.3.-116T10:36:25	T
24.9.-116T18:28:42	T
20.3.-115T14:11:16	P
14.9.-115T5:28:55	P
29.1.-113T7:18:26	T
24.7.-113T18:4:26	P
18.1.-112T21:29:54	T
13.7.-112T1:18:25	T
7.1.-111T5:31:43	P
2.7.-111T15:22:15	P
24.5.-110T1:36:16	P
16.11.-110T12:46:28	P
13.5.-109T14:47:43	T
5.11.-109T21:45:46	T
1.5.-108T20:52:28	P
25.10.-108T12:19:9	P
11.3.-106T11:43:8	P
5.9.-106T2:24:51	P
1.3.-105T0:3:51	T
25.8.-105T4:39:15	T
18.2.-104T16:11:42	P
13.8.-104T4:51:11	P
29.12.-103T1:6:13	P
23.6.-102T15:35:33	T
18.12.-102T0:46:42	T
13.6.-101T8:49:48	T
7.12.-101T1:14:1	P
22.4.-99T16:55:24	P
16.10.-99T11:36:14	P
11.4.-98T17:18:59	T
6.10.-98T2:50:4	T
31.3.-97T21:24:58	P
25.9.-97T13:20:18	P
8.2.-95T15:45:57	P
4.8.-95T0:59:20	P
29.1.-94T5:51:34	T
24.7.-94T8:34:17	T
18.1.-93T13:36:32	P
13.7.-93T22:52:38	P
3.6.-92T8:55:57	P
26.11.-92T21:8:40	P
23.5.-91T21:44:36	T
16.11.-91T6:26:52	T
13.5.-90T3:24:45	P
5.11.-90T21:6:5	P
21.3.-88T19:13:0	P
15.9.-88T9:59:46	P
11.3.-87T8:2:33	T
4.9.-87T11:46:44	T
1.3.-86T0:23:32	P
24.8.-86T11:57:2	P
9.1.-84T9:8:56	P
3.7.-84T23:4:37	T
28.12.-84T8:45:39	T
23.6.-83T16:11:50	T
17.12.-83T9:30:45	P
3.5.-81T23:26:13	P
27.10.-81T20:19:10	P
21.4.-80T23:57:43	T
16.10.-80T11:16:30	T
11.4.-79T4:34:56	P
5.10.-79T21:17:30	P
20.2.-77T0:4:33	P
15.8.-77T8:4:21	P
9.2.-76T14:3:32	T
3.8.-76T15:59:9	T
28.1.-75T21:32:19	P
24.7.-75T6:27:59	P
14.6.-74T16:13:31	P
8.12.-74T5:32:2	P
4.6.-73T4:38:1	T
27.11.-73T15:11:43	T
23.5.-72T9:52:19	P
16.11.-72T5:57:20	P
2.4.-70T2:35:39	P
26.9.-70T17:42:43	P
22.3.-69T15:54:42	T
15.9.-69T19:2:34	T
11.3.-68T8:29:1	P
3.9.-68T19:12:21	P
19.1.-66T17:5:12	P
15.7.-66T6:38:24	T
8.1.-65T16:38:18	T
4.7.-65T23:37:55	T
28.12.-65T17:44:40	P
14.5.-63T5:51:46	P
7.11.-63T5:7:5	P
3.5.-62T6:29:39	T
27.10.-62T19:49:52	T
22.4.-61T11:39:0	P
17.10.-61T5:21:30	P
2.3.-59T8:15:1	P
25.8.-59T15:18:7	P
19.2.-58T22:7:6	T
14.8.-58T23:32:16	T
9.2.-57T5:19:4	P
4.8.-57T14:10:32	P
18.12.-56T13:55:43	P
14.6.-55T11:30:0	T
7.12.-55T23:57:4	T
3.6.-54T16:17:18	P
27.11.-54T14:50:14	P
12.4.-52T9:53:46	P
7.10.-52T1:32:43	P
1.4.-51T23:38:59	T
26.9.-51T2:27:51	T
22.3.-50T16:24:44	P
15.9.-50T2:39:25	P
31.1.-48T0:53:19	P
25.7.-48T14:16:35	P
19.1.-47T0:27:1	T
15.7.-47T7:5:20	T
8.1.-46T1:56:2	P
4.7.-46T20:15:49	P
18.11.-45T13:57:39	P
13.5.-44T13:0:48	T
7.11.-44T4:26:31	T
2.5.-43T18:40:6	P
27.10.-43T13:30:22	P
13.3.-41T16:16:4	P
5.9.-41T22:43:31	P
2.3.-40T6:0:35	T
25.8.-40T7:14:21	T
19.2.-39T12:55:29	P
14.8.-39T22:0:16	P
29.12.-38T22:17:13	P
25.6.-37T18:21:42	T
19.12.-37T8:41:57	T
13.6.-36T22:41:22	T
7.12.-36T23:44:48	P
23.4.-34T17:6:58	P
18.10.-34T9:29:26	P
13.4.-33T7:18:16	T
7.10.-33T10:1:57	T
2.4.-32T0:14:45	P
25.9.-32T10:15:3	P
10.2.-30T8:31:13	P
5.8.-30T22:1:46	P
30.1.-29T8:7:1	T
26.7.-29T14:38:10	T
19.1.-28T10:1:13	P
15.7.-28T3:20:42	P
28.11.-27T22:50:38	P
24.5.-26T19:28:54	T
18.11.-26T13:6:38	T
14.5.-25T1:38:36	T
7.11.-25T21:44:44	P
24.3.-23T0:9:25	P
16.9.-23T6:18:50	P
13.3.-22T13:43:41	T
5.9.-22T15:6:11	T
2.3.-21T20:22:17	P
26.8.-21T5:57:19	P
9.1.-19T6:35:52	P
6.7.-19T1:13:43	P
29.12.-19T17:24:40	T
25.6.-18T5:6:46	T
19.12.-18T8:36:48	P
4.5.-16T0:17:18	P
28.10.-16T17:31:20	P
23.4.-15T14:51:41	T
17.10.-15T17:44:37	T
13.4.-14T7:55:2	P
6.10.-14T18:2:13	P
21.2.-12T15:59:42	P
16.8.-12T5:53:14	P
9.2.-11T15:40:17	T
5.8.-11T22:14:21	T
29.1.-10T18:2:1	P
26.7.-10T10:28:25	P
10.12.-9T7:44:5	P
4.6.-8T1:58:18	T
28.11.-8T21:47:33	T
24.5.-7T8:37:10	T
18.11.-7T6:0:55	P
4.4.-5T7:54:39	P
27.9.-5T14:4:2	P
23.3.-4T21:17:9	T
15.9.-4T23:7:42	T
13.3.-3T3:37:6	P
5.9.-3T14:3:0	P
20.1.-1T14:48:33	P
17.7.-1T8:9:12	P
10.1.0T2:4:40	T
5.7.0T11:33:6	T
29.12.0T17:27:44	P
24.6.1T12:8:47	P
15.5.2T7:24:42	P
9.11.2T1:38:13	P
4.5.3T22:22:5	T
29.10.3T1:32:40	T
23.4.4T15:31:17	P
17.10.4T1:57:0	P
3.3.6T23:17:23	P
27.8.6T13:53:0	P
20.2.7T23:3:27	T
17.8.7T5:58:18	T
10.2.8T1:55:27	P
5.8.8T17:40:45	P
20.12.9T16:35:45	P
15.6.10T8:28:25	P
10.12.10T6:28:52	T
4.6.11T15:36:12	T
29.11.11T14:18:40	P
14.4.13T15:31:46	P
7.10.13T21:59:19	P
4.4.14T4:41:23	T
27.9.14T7:18:39	T
24.3.15T10:43:0	P
16.9.15T22:17:2	P
30.1.17T22:56:51	P
27.7.17T15:8:5	P
20.1.18T10:38:27	T
16.7.18T18:4:17	T
10.1.19T2:13:15	P
5.7.19T18:40:32	P
19.11.20T9:47:34	P
15.5.21T5:47:44	T
8.11.21T9:27:47	T
4.5.22T23:0:32	T
28.10.22T10:0:48	P
14.3.24T6:25:48	P
6.9.24T21:59:30	P
3.3.25T6:19:48	T
27.8.25T13:47:51	T
20.2.26T9:41:53	P
17.8.26T0:58:51	P
1.1.28T1:24:22	P
25.6.28T15:3:17	P
20.12.28T15:7:37	T
14.6.29T22:37:10	T
9.12.29T22:35:32	P
4.6.30T12:55:0	P
25.4.31T23:2:48	P
19.10.31T6:3:52	P
14.4.32T11:56:36	T
7.10.32T15:38:15	T
3.4.33T17:37:53	P
27.9.33T6:39:46	P
11.2.35T6:57:48	P
7.8.35T22:11:37	P
31.1.36T19:7:10	T
27.7.36T0:39:47	T
20.1.37T10:54:28	P
16.7.37T1:16:0	P
30.11.38T17:57:58	P
26.5.39T13:13:25	T
19.11.39T17:26:37	T
15.5.40T6:26:43	T
7.11.40T18:10:6	P
25.3.42T13:23:8	P
18.9.42T6:15:2	P
14.3.43T13:26:49	T
7.9.43T21:44:44	T
2.3.44T17:20:47	P
27.8.44T8:23:54	P
11.1.46T10:8:27	P
6.7.46T21:43:1	P
31.12.46T23:42:42	T
26.6.47T5:42:20	T
21.12.47T6:51:24	P
14.6.48T20:16:49	P
6.5.49T6:27:57	P
29.10.49T14:16:32	P
25.4.50T19:3:44	T
19.10.50T0:6:10	T
15.4.51T0:25:55	P
8.10.51T15:8:47	P
21.2.53T14:51:48	P
18.8.53T5:21:12	P
11.2.54T3:28:21	T
7.8.54T7:23:25	T
31.1.55T19:27:30	P
27.7.55T8:1:10	P
11.12.56T2:8:6	P
5.6.57T20:37:27	T
30.11.57T1:28:26	T
26.5.58T13:48:35	T
19.11.58T2:25:57	P
4.4.60T20:12:30	P
28.9.60T14:37:59	P
24.3.61T20:25:56	T
18.9.61T5:48:54	T
14.3.62T0:53:5	P
7.9.62T15:56:2	P
22.1.64T18:47:36	P
17.7.64T4:28:44	P
11.1.65T8:12:39	T
6.7.65T12:52:9	T
31.12.65T15:1:36	P
26.6.66T3:41:56	P
17.5.67T13:49:2	P
9.11.67T22:34:28	P
6.5.68T2:4:8	T
29.10.68T8:41:7	T
25.4.69T7:3:32	P
18.10.69T23:46:12	P
4.3.71T22:38:14	P
29.8.71T12:38:10	P
22.2.72T11:43:32	T
17.8.72T14:12:55	T
11.2.73T3:54:58	P
6.8.73T14:53:14	P
22.12.74T10:16:17	P
17.6.75T4:3:28	P
11.12.75T9:30:3	T
5.6.76T21:10:5	T
29.11.76T10:44:11	P
16.4.78T2:53:6	P
9.10.78T23:8:40	P
5.4.79T3:17:40	T
29.9.79T14:1:11	T
24.3.80T8:17:51	P
17.9.80T23:35:36	P
2.2.82T3:18:35	P
28.7.82T11:22:28	P
22.1.83T16:36:21	T
17.7.83T20:7:38	T
11.1.84T23:7:35	P
6.7.84T11:9:43	P
20.11.85T6:58:27	P
17.5.86T8:59:30	T
9.11.86T17:21:11	T
6.5.87T13:37:9	P
30.10.87T8:28:59	P
15.3.89T6:18:11	P
8.9.89T20:2:49	P
4.3.90T19:49:38	T
28.8.90T21:12:52	T
22.2.91T12:13:30	P
17.8.91T21:55:26	P
1.1.93T18:19:53	P
27.6.93T11:30:9	P
21.12.93T17:31:38	T
17.6.94T4:30:25	T
10.12.94T19:4:29	P
6.6.95T17:43:22	P
20.10.96T7:46:6	P
15.4.97T10:3:20	T
9.10.97T22:20:4	T
4.4.98T15:36:48	P
29.9.98T7:22:36	P
13.2.100T11:43:2	P
7.8.100T18:24:40	P
2.2.101T0:51:22	T
28.7.101T3:30:19	T
22.1.102T7:5:5	P
17.7.102T18:43:31	P
1.12.103T15:25:15	P
27.5.104T15:49:27	T
20.11.104T2:6:11	T
16.5.105T20:3:52	T
9.11.105T17:17:35	P
26.3.107T13:51:50	P
20.9.107T3:34:19	P
15.3.108T3:50:7	T
8.9.108T4:20:54	T
4.3.109T20:24:13	P
28.8.109T5:7:4	P
13.1.111T2:17:53	P
8.7.111T19:1:45	P
2.1.112T1:30:20	T
27.6.112T11:51:18	T
21.12.112T3:24:24	P
17.6.113T0:39:51	P
31.10.114T16:29:23	P
26.4.115T16:44:15	T
21.10.115T6:44:43	T
14.4.116T22:50:23	T
9.10.116T15:17:8	P
23.2.118T19:58:14	P
19.8.118T1:36:55	P
13.2.119T8:57:54	T
8.8.119T11:1:20	T
2.2.120T14:56:3	P
28.7.120T2:21:13	P
11.12.121T23:53:41	P
7.6.122T22:37:31	P
1.12.122T10:53:36	T
28.5.123T2:29:2	T
21.11.123T2:8:23	P
5.4.125T21:18:32	P
30.9.125T11:14:22	P
26.3.126T11:42:21	T
19.9.126T11:39:11	T
16.3.127T4:25:48	P
8.9.127T12:30:19	P
23.1.129T10:8:52	P
19.7.129T2:36:35	P
12.1.130T9:24:15	T
8.7.130T19:14:6	T
1.1.131T11:43:30	P
28.6.131T7:35:26	P
11.11.132T1:17:25	P
6.5.133T23:20:42	T
31.10.133T15:15:3	T
26.4.134T6:0:42	T
20.10.134T23:16:55	P
6.3.136T4:5:42	P
29.8.136T8:58:32	P
23.2.137T16:54:38	T
18.8.137T18:41:26	T
12.2.138T22:35:33	P
8.8.138T10:7:24	P
23.12.139T8:21:15	P
18.6.140T5:23:41	P
11.12.140T19:42:12	T
7.6.141T8:50:20	T
1.12.141T11:2:25	P
27.5.142T9:32:47	P
17.4.143T4:40:57	P
11.10.143T19:1:54	P
5.4.144T19:28:30	T
29.9.144T19:6:2	T
26.3.145T12:20:4	P
18.9.145T20:3:29	P
3.2.147T17:52:16	P
30.7.147T10:16:55	P
23.1.148T17:12:45	T
19.7.148T2:40:16	T
11.1.149T19:57:43	P
8.7.149T14:32:46	P
22.11.150T10:7:33	P
18.5.151T5:55:48	P
11.11.151T23:49:40	T
6.5.152T13:6:28	T
31.10.152T7:23:25	P
26.4.153T3:1:22	P
17.3.154T12:3:13	P
7.3.155T0:42:30	T
30.8.155T2:29:41	T
24.2.156T6:7:20	P
18.8.156T17:59:30	P
2.1.158T16:47:31	P
29.6.158T12:11:2	P
23.12.158T4:29:10	T
18.6.159T15:13:26	T
12.12.159T19:56:4	P
6.6.160T15:59:27	P
22.10.161T2:55:49	P
17.4.162T3:8:2	T
11.10.162T2:42:39	T
6.4.163T20:6:21	T
30.9.163T3:46:43	T
14.2.165T1:25:2	P
9.8.165T18:3:16	P
3.2.166T0:54:18	T
30.7.166T10:10:38	T
23.1.167T4:7:59	P
19.7.167T21:32:33	P
2.12.168T19:0:20	P
28.5.169T12:29:57	P
22.11.169T8:26:30	T
17.5.170T20:11:58	T
11.11.170T15:33:27	P
7.5.171T10:30:52	P
27.3.172T19:53:27	P
17.3.173T8:18:36	T
9.9.173T10:28:23	T
6.3.174T13:26:59	P
30.8.174T2:0:28	T
14.1.176T1:9:46	P
9.7.176T18:58:0	P
2.1.177T13:14:26	T
28.6.177T21:36:29	T
23.12.177T4:48:32	P
17.6.178T22:27:50	P
2.11.179T10:55:5	P
27.4.180T10:43:18	T
21.10.180T10:27:5	T
17.4.181T3:45:5	T
10.10.181T11:39:46	T
25.2.183T8:49:5	P
21.8.183T1:56:50	P
14.2.184T8:28:6	T
9.8.184T17:45:41	T
2.2.185T12:11:36	P
30.7.185T4:37:3	P
14.12.186T3:52:26	P
8.6.187T19:4:52	P
3.12.187T17:4:34	T
28.5.188T3:15:54	T
21.11.188T23:47:5	P
17.5.189T17:55:32	P
8.4.190T3:34:57	P
28.3.191T15:46:7	T
20.9.191T18:35:47	T
16.3.192T20:37:36	P
9.9.192T10:8:8	T
24.1.194T9:26:58	P
21.7.194T1:49:29	P
13.1.195T21:55:51	T
10.7.195T4:3:3	T
3.1.196T13:37:39	P
28.6.196T5:0:1	P
8.5.198T18:14:34	T
1.11.198T18:17:50	T
28.4.199T11:17:53	T
21.10.199T19:42:4	T
7.3.201T16:2:6	P
31.8.201T9:58:2	P
24.2.202T15:53:20	T
21.8.202T1:27:30	T
13.2.203T20:10:7	P
10.8.203T11:45:1	P
24.12.204T12:43:10	P
19.6.205T1:42:4	P
14.12.205T1:41:42	T
8.6.206T10:22:12	T
3.12.206T7:59:57	P
29.5.207T1:20:47	P
18.4.208T11:8:28	P
7.4.209T23:2:53	T
1.10.209T2:52:37	T
28.3.210T3:36:38	P
20.9.210T18:25:10	T
4.2.212T17:38:20	P
31.7.212T8:43:57	P
24.1.213T6:31:27	T
20.7.213T10:33:28	T
13.1.214T22:22:45	P
9.7.214T11:36:52	P
19.5.216T1:42:4	P
12.11.216T2:14:52	T
8.5.217T18:45:21	T
1.11.217T3:51:19	T
11.9.219T18:6:4	P
6.3.220T23:10:55	T
31.8.220T9:15:47	T
24.2.221T3:59:16	P
20.8.221T19:0:25	P
4.1.223T21:29:18	P
30.6.223T8:23:17	P
25.12.223T10:16:37	T
18.6.224T17:28:31	T
13.12.224T16:13:39	P
8.6.225T8:44:11	P
19.4.227T6:12:14	T
12.10.227T11:16:57	T
7.4.228T10:28:1	T
1.10.228T2:49:12	T
15.2.230T1:43:28	P
11.8.230T15:44:30	P
4.2.231T15:0:59	T
31.7.231T17:10:42	T
25.1.232T7:1:26	T
19.7.232T18:19:51	P
30.5.234T9:8:40	P
23.11.234T10:16:3	T
20.5.235T2:8:10	T
12.11.235T12:7:20	T
8.5.236T15:13:2	P
22.9.237T2:22:53	P
18.3.238T6:20:14	T
11.9.238T17:10:37	T
7.3.239T11:42:56	T
1.9.239T2:21:20	T
15.1.241T6:11:26	P
10.7.241T15:10:4	P
4.1.242T18:46:22	T
30.6.242T0:40:21	T
25.12.242T0:23:45	P
19.6.243T16:9:20	P
29.4.245T13:11:59	T
22.10.245T19:49:31	T
18.4.246T17:10:7	T
12.10.246T11:20:31	T
26.2.248T9:40:27	P
14.2.249T23:23:23	T
10.8.249T23:54:59	T
4.2.250T15:33:17	T
31.7.250T1:10:55	P
9.6.252T16:34:22	P
3.12.252T18:19:33	T
30.5.253T9:27:57	T
22.11.253T20:27:42	T
19.5.254T22:13:1	P
12.11.254T5:56:12	P
3.10.255T10:46:26	P
28.3.256T13:21:7	T
22.9.256T1:12:44	T
17.3.257T19:17:48	T
11.9.257T9:50:39	T
26.1.259T14:46:56	P
21.7.259T22:2:33	P
16.1.260T3:11:11	T
10.7.260T7:55:34	T
4.1.261T8:29:58	P
29.6.261T23:35:54	P
10.5.263T20:6:35	P
3.11.263T4:28:18	T
28.4.264T23:44:49	T
22.10.264T19:58:27	T
12.10.265T10:58:4	P
8.3.266T17:30:47	P
26.2.267T7:38:57	T
22.8.267T6:47:2	T
15.2.268T23:57:16	T
10.8.268T8:10:56	T
21.6.270T0:1:5	P
15.12.270T2:22:52	T
10.6.271T16:45:36	T
4.12.271T4:51:46	T
30.5.272T5:6:3	P
22.11.272T14:39:36	P
8.4.274T20:15:43	P
3.10.274T9:22:12	T
29.3.275T2:47:37	T
22.9.275T17:25:49	T
5.2.277T23:15:3	P
26.1.278T11:28:31	T
21.7.278T15:17:39	T
15.1.279T16:29:20	P
11.7.279T7:6:47	P
21.5.281T2:54:54	P
13.11.281T13:11:53	T
10.5.282T6:13:40	T
3.11.282T4:42:37	T
29.4.283T6:49:36	P
23.10.283T19:26:1	P
8.3.285T15:45:39	T
1.9.285T13:48:43	T
26.2.286T8:13:46	T
21.8.286T15:19:30	T
1.7.288T7:28:44	P
25.12.288T10:25:39	T
21.6.289T0:3:20	T
14.12.289T13:15:32	T
10.6.290T11:58:47	P
3.12.290T23:24:25	P
19.4.292T3:4:17	P
13.10.292T17:38:27	T
8.4.293T10:9:32	T
3.10.293T1:10:4	T
28.3.294T23:54:39	P
17.2.295T7:34:50	P
6.2.296T19:37:21	T
31.7.296T22:45:33	T
26.1.297T0:22:8	P
21.7.297T14:41:54	T
1.6.299T9:39:17	P
24.11.299T21:59:39	T
20.5.300T12:38:15	T
13.11.300T13:30:59	T
9.5.301T13:23:23	P
3.11.301T3:58:53	P
19.3.303T23:45:52	T
12.9.303T20:59:20	P
8.3.304T16:20:17	T
31.8.304T22:38:34	T
21.8.305T7:22:6	P
12.7.306T15:0:40	P
5.1.307T18:25:38	T
2.7.307T7:20:25	T
25.12.307T21:40:21	T
20.6.308T18:48:20	P
14.12.308T8:10:56	P
30.4.310T9:49:20	P
25.10.310T1:59:52	T
19.4.311T17:28:26	T
14.10.311T9:0:15	T
8.4.312T7:38:25	P
27.2.313T15:46:26	P
17.2.314T3:36:44	T
12.8.314T6:22:48	T
6.2.315T8:6:11	P
1.8.315T22:22:27	T
11.6.317T16:20:48	P
5.12.317T6:49:18	T
31.5.318T18:59:58	T
24.11.318T22:22:6	T
20.5.319T19:54:21	P
14.11.319T12:36:16	P
30.3.321T7:38:17	T
23.9.321T4:19:55	P
20.3.322T0:19:18	T
12.9.322T6:8:6	T
1.9.323T15:7:36	P
22.7.324T22:36:23	P
16.1.325T2:20:38	T
12.7.325T14:40:46	T
5.1.326T6:2:3	T
2.7.326T1:39:34	P
25.12.326T16:55:15	P
10.5.328T16:29:40	P
4.11.328T10:26:55	T
30.4.329T0:42:2	T
24.10.329T16:57:19	T
19.4.330T15:16:16	P
10.3.331T23:48:46	P
28.2.332T11:26:32	T
22.8.332T14:7:55	T
16.2.333T15:40:44	T
12.8.333T6:9:39	T
22.6.335T23:1:25	P
16.12.335T15:39:41	T
11.6.336T1:19:49	T
5.12.336T7:14:42	T
31.5.337T2:25:45	P
24.11.337T21:14:46	P
10.4.339T15:24:31	T
4.10.339T11:49:32	P
30.3.340T8:9:22	T
22.9.340T13:48:44	T
11.9.341T23:4:32	P
3.8.342T6:17:24	P
27.1.343T10:10:21	T
23.7.343T22:3:33	T
16.1.344T14:20:47	T
12.7.344T8:30:50	P
5.1.345T1:38:25	P
21.5.346T23:10:10	P
15.11.346T18:58:0	T
11.5.347T7:53:39	T
5.11.347T0:59:39	T
29.4.348T22:50:4	P
10.3.350T19:6:45	T
2.9.350T22:1:41	T
27.2.351T23:5:34	T
23.8.351T14:3:56	T
12.8.352T6:13:36	P
3.7.353T5:43:2	P
27.12.353T0:27:46	T
22.6.354T7:41:6	T
16.12.354T16:7:47	T
11.6.355T8:56:17	P
6.12.355T5:55:51	P
20.4.357T23:4:20	P
14.10.357T19:29:6	P
10.4.358T15:52:56	T
3.10.358T21:38:14	T
31.3.359T4:53:11	P
23.9.359T7:9:36	P
6.2.361T17:53:12	T
3.8.361T5:31:47	T
26.1.362T22:33:23	T
23.7.362T15:27:4	T
16.1.363T10:17:4	P
1.6.364T5:49:18	P
26.11.364T3:31:3	T
21.5.365T15:2:52	T
15.11.365T9:6:45	T
11.5.366T6:19:37	P
4.11.366T8:47:9	P
21.3.368T2:35:36	T
13.9.368T6:4:43	P
10.3.369T6:20:35	T
2.9.369T22:5:42	T
23.8.370T13:58:2	P
14.7.371T12:25:32	P
7.1.372T9:14:17	T
2.7.372T14:4:31	T
27.12.372T0:58:10	T
21.6.373T15:31:5	P
16.12.373T14:35:11	P
2.5.375T6:39:57	P
26.10.375T3:16:29	P
20.4.376T23:27:30	T
14.10.376T5:38:29	T
10.4.377T12:13:33	P
3.10.377T15:24:57	P
18.2.379T1:28:50	P
14.8.379T13:4:11	T
7.2.380T6:41:29	T
2.8.380T22:26:39	T
26.1.381T18:50:52	P
12.6.382T12:30:29	P
7.12.382T12:4:55	T
1.6.383T22:12:39	T
26.11.383T17:15:55	T
21.5.384T13:46:34	P
14.11.384T16:43:27	P
1.4.386T9:55:38	P
24.9.386T14:17:3	P
21.3.387T13:25:12	T
14.9.387T6:15:23	T
2.9.388T21:50:16	P
17.1.390T17:56:15	T
13.7.390T20:31:14	T
7.1.391T9:46:4	T
2.7.391T22:8:30	T
27.12.391T23:13:3	P
12.5.393T14:11:45	P
5.11.393T11:10:42	P
2.5.394T6:57:39	T
25.10.394T13:47:2	T
21.4.395T19:26:17	P
14.10.395T23:48:1	P
